	Joy	Anger	Sadness	Fear	Disgust
uczony	     3.112	     1.444	     1.442	     1.616	     1.271
uczta	     3.608	     1.432	     1.435	     1.642	     1.287
uczucie	     3.625	     1.479	     1.459	     1.807	     1.321
uczyć się	     2.856	     1.496	     1.450	     1.871	     1.299
uczynek	     3.009	     1.470	     1.538	     1.617	     1.286
uczynność	     3.527	     1.439	     1.511	     1.487	     1.219
uczynny	     3.677	     1.175	     1.413	     1.424	     1.121
udać się	     2.667	     1.454	     1.450	     1.807	     1.262
udaremniony	     1.776	     1.795	     1.969	     2.136	     1.794
uderzać	     1.554	     2.603	     2.256	     2.995	     2.285
uderzający	     1.804	     2.209	     1.855	     2.537	     2.005
uderzenie	     1.445	     2.593	     2.329	     3.034	     2.436
uderzyć	     1.390	     2.866	     2.398	     2.981	     2.476
udo	     2.059	     1.627	     1.501	     1.843	     1.562
udobruchać	     2.823	     1.551	     1.536	     1.559	     1.414
udowadnianie	     2.131	     1.696	     1.443	     1.936	     1.437
udowodnić	     2.960	     1.498	     1.407	     1.786	     1.272
udręczony	     1.219	     2.710	     3.043	     2.932	     2.339
udrożnić	     2.155	     1.606	     1.503	     1.873	     1.407
udusić	     1.111	     3.325	     2.851	     3.131	     2.807
uduszenie	     1.131	     3.103	     3.327	     3.478	     2.975
ufny	     2.868	     1.298	     1.343	     1.363	     1.340
ugniatać	     2.040	     1.552	     1.458	     1.759	     1.500
ugotować	     3.543	     1.313	     1.444	     1.465	     1.218
ujma	     1.507	     2.269	     2.349	     2.342	     2.260
ukaranie	     1.350	     2.819	     2.253	     2.391	     2.416
układność	     1.982	     1.507	     1.441	     1.585	     1.554
ukłucie	     1.430	     2.501	     2.051	     2.113	     2.408
ukochana	     4.228	     1.267	     1.390	     1.471	     1.161
ukochany	     4.190	     1.317	     1.378	     1.564	     1.190
ukojenie	     3.670	     1.186	     1.408	     1.408	     1.171
ukoronować	     3.008	     1.479	     1.470	     1.836	     1.277
ukośny	     1.947	     1.595	     1.601	     1.891	     1.640
Ukraina	     2.005	     1.748	     1.876	     1.979	     1.713
ukraść	     1.127	     3.137	     2.999	     3.134	     2.952
ukryć	     1.806	     1.808	     2.057	     2.101	     1.725
ukrzyżować	     1.127	     3.317	     2.907	     3.169	     2.935
ukształtować	     2.724	     1.443	     1.380	     1.674	     1.270
ukucnąć	     1.765	     1.500	     1.650	     1.683	     1.632
ukuć	     1.479	     2.445	     2.075	     2.546	     2.079
ulegający sugestii	     1.292	     2.400	     2.715	     2.415	     2.120
uległy	     1.287	     2.301	     2.770	     2.393	     1.846
ulepszenie	     3.515	     1.367	     1.338	     1.640	     1.197
ulewa	     1.552	     1.881	     1.973	     2.039	     2.014
ulga	     3.780	     1.155	     1.345	     1.455	     1.127
ulica	     2.126	     1.809	     1.656	     2.069	     1.613
ulżenie	     2.895	     1.528	     1.553	     1.614	     1.354
ułomność	     1.252	     2.372	     2.710	     2.358	     2.208
umiarkowany	     2.220	     1.294	     1.285	     1.444	     1.331
umierać	     1.162	     2.780	     3.445	     3.545	     2.801
umierający	     1.126	     2.660	     3.174	     3.355	     2.976
umiłowany	     3.542	     1.272	     1.461	     1.404	     1.183
umowa	     2.305	     1.520	     1.440	     1.743	     1.315
umyć	     2.758	     1.367	     1.482	     1.527	     1.283
umysł	     3.639	     1.430	     1.471	     1.608	     1.221
unieść	     2.331	     1.571	     1.447	     1.846	     1.367
unik	     1.957	     1.859	     1.913	     2.204	     1.698
unikać	     1.567	     2.240	     2.288	     2.394	     2.114
uniknąć	     2.062	     1.603	     1.571	     1.721	     1.612
uniwersalny	     2.809	     1.543	     1.555	     1.632	     1.283
unosić się	     2.228	     1.781	     1.499	     2.042	     1.528
upadek	     1.248	     2.542	     2.640	     2.392	     2.299
upadły	     1.309	     2.405	     2.648	     2.383	     2.161
upalny	     2.336	     1.700	     1.744	     1.863	     1.573
uparty	     1.619	     2.366	     1.997	     2.556	     2.171
upchać	     1.926	     1.736	     1.787	     2.064	     1.738
upchnąć	     1.923	     1.810	     1.996	     2.255	     1.768
upierdolony	     1.236	     3.146	     2.982	     3.162	     2.895
upokorzenie	     1.149	     2.802	     3.289	     3.400	     2.847
upokorzony	     1.149	     2.802	     3.289	     3.400	     2.847
uporczywy	     1.415	     2.703	     2.082	     2.346	     2.280
uporządkowany	     3.113	     1.270	     1.484	     1.526	     1.234
upośledzony	     1.233	     2.848	     2.842	     2.735	     2.364
uprawiać hazard	     1.474	     2.508	     2.488	     2.661	     2.196
uprawiać sex	     4.030	     1.385	     1.407	     1.644	     1.254
uprawiać sport	     3.732	     1.407	     1.447	     1.660	     1.226
uprowadzać	     1.274	     3.012	     2.423	     2.711	     2.517
uprowadzenie	     1.195	     3.076	     2.720	     2.652	     2.679
uprzedzony	     1.523	     2.392	     1.982	     2.188	     2.470
uprzejmość	     3.603	     1.368	     1.526	     1.465	     1.225
uprzejmy	     3.717	     1.321	     1.457	     1.444	     1.239
uratowanie	     3.885	     1.430	     1.464	     1.501	     1.202
uraz	     1.200	     2.655	     2.773	     2.939	     2.326
uraza	     1.241	     2.704	     2.552	     2.464	     2.533
urobić	     1.635	     1.894	     1.986	     2.146	     1.838
uroczy	     3.578	     1.382	     1.545	     1.507	     1.259
uroczysty	     3.473	     1.420	     1.429	     1.660	     1.270
uroczyście	     3.437	     1.398	     1.389	     1.595	     1.213
urodzenie	     3.009	     1.480	     1.419	     1.828	     1.304
urodziny	     3.866	     1.379	     1.377	     1.653	     1.254
urok	     3.709	     1.351	     1.395	     1.602	     1.213
uruchomić	     2.699	     1.440	     1.402	     1.655	     1.288
urwisko	     1.809	     1.966	     2.014	     2.405	     1.741
urządzenie	     2.402	     1.438	     1.394	     1.572	     1.319
urzekać	     3.666	     1.446	     1.461	     1.555	     1.267
urzędnik	     1.492	     2.274	     1.958	     2.358	     2.045
uschły	     1.316	     2.135	     2.539	     2.283	     2.093
usidlenie	     1.630	     2.318	     2.225	     2.367	     2.165
usidlić	     1.587	     2.347	     2.084	     2.597	     2.063
usłużny	     1.483	     2.179	     2.395	     2.345	     1.948
uspokajać	     2.975	     1.524	     1.574	     1.589	     1.287
uspokojenie	     3.501	     1.247	     1.395	     1.420	     1.230
usposobiony	     2.246	     1.569	     1.548	     1.702	     1.451
usprawiedliwiać	     1.863	     1.708	     1.915	     2.016	     1.769
usta	     3.583	     1.354	     1.388	     1.497	     1.235
ustalanie	     2.319	     1.590	     1.443	     1.710	     1.377
ustalony	     2.545	     1.358	     1.384	     1.526	     1.290
ustawa	     1.637	     2.014	     1.727	     2.222	     1.757
ustawić	     1.953	     1.552	     1.457	     1.631	     1.500
ustawiony w szyku 	     1.720	     1.562	     1.538	     1.773	     1.683
ustąpić	     1.756	     1.692	     1.774	     1.993	     1.861
uszczelka	     1.877	     1.373	     1.330	     1.474	     1.448
uszczelniać	     1.967	     1.701	     1.555	     1.838	     1.637
uszczęśliwiony	     4.171	     1.286	     1.401	     1.457	     1.153
uszczypnąć	     1.517	     2.327	     1.943	     2.323	     2.073
uszczypnięcie	     1.598	     2.157	     1.928	     2.161	     2.021
uszkodzenie	     1.371	     2.429	     2.265	     2.387	     2.367
uszkodzić	     1.331	     2.823	     2.323	     2.465	     2.434
uszkodzony	     1.308	     2.538	     2.505	     2.575	     2.176
uśmiech	     4.161	     1.264	     1.443	     1.413	     1.128
utalentowany	     3.975	     1.378	     1.462	     1.512	     1.158
utopić	     1.115	     3.282	     3.011	     3.325	     2.987
utopić się	     1.155	     2.780	     3.224	     3.369	     2.884
utorować	     2.441	     1.524	     1.483	     1.605	     1.330
utrapienie	     1.226	     2.471	     2.648	     2.506	     2.272
utrudniać	     1.417	     2.753	     2.078	     2.167	     2.369
utrudnienie	     1.459	     2.370	     1.982	     2.124	     2.360
utrudzony	     1.406	     2.212	     2.158	     2.310	     2.282
utrzymać	     2.464	     1.472	     1.448	     1.551	     1.296
utworzyć	     2.866	     1.401	     1.433	     1.644	     1.262
uwaga	     1.981	     1.923	     1.700	     2.184	     1.711
uważać	     2.403	     1.666	     1.645	     2.006	     1.411
uważny	     3.147	     1.539	     1.589	     1.742	     1.345
uwidocznić	     2.337	     1.570	     1.477	     1.803	     1.328
uwięzienie	     1.218	     2.558	     3.015	     2.919	     2.443
uwolnić	     3.523	     1.405	     1.394	     1.695	     1.201
uwolnienie	     3.548	     1.551	     1.520	     1.718	     1.321
uzależnienie	     1.194	     2.817	     3.173	     3.100	     2.863
uzależniony	     1.152	     2.807	     3.197	     3.383	     2.888
uzbrojony	     1.560	     2.668	     2.175	     3.028	     2.200
uzda	     1.919	     1.550	     1.445	     1.651	     1.604
uzdrowić	     3.877	     1.377	     1.408	     1.537	     1.163
uznawać	     2.640	     1.304	     1.363	     1.498	     1.231
uzyskać	     3.038	     1.547	     1.497	     1.754	     1.309
użyteczność	     3.377	     1.474	     1.548	     1.712	     1.293
użyteczny	     3.318	     1.382	     1.553	     1.633	     1.269
używany	     1.882	     1.543	     1.576	     1.827	     1.652
w dół	     1.631	     1.906	     2.082	     2.111	     1.841
w ogniu	     1.488	     2.721	     2.137	     2.571	     2.273
wabić	     1.918	     1.859	     1.658	     2.106	     1.612
wada	     1.257	     2.292	     2.754	     2.390	     2.062
wadliwa	     1.268	     2.397	     2.359	     2.228	     2.378
wafel	     2.767	     1.340	     1.382	     1.378	     1.355
waga	     1.759	     1.701	     1.698	     1.911	     1.717
wahadło	     2.153	     1.471	     1.422	     1.552	     1.513
wakacje	     4.169	     1.239	     1.374	     1.385	     1.139
walc	     2.281	     1.394	     1.417	     1.606	     1.358
walcować	     1.705	     1.671	     1.629	     1.821	     1.601
walczyć	     2.301	     2.039	     1.754	     2.389	     1.613
walentynka	     3.398	     1.466	     1.466	     1.833	     1.330
walizka	     2.624	     1.393	     1.391	     1.506	     1.264
walka	     1.770	     2.560	     1.969	     2.686	     1.938
walnąć	     1.563	     2.565	     2.169	     2.885	     2.392
walnięcie	     1.615	     2.405	     2.074	     2.703	     2.275
Walonia	     2.088	     1.734	     1.640	     1.912	     1.580
wał	     1.754	     1.528	     1.466	     1.651	     1.462
wampir	     1.778	     2.195	     1.887	     2.544	     1.997
wandal	     1.217	     3.073	     2.607	     2.719	     2.698
wanna	     2.990	     1.224	     1.295	     1.294	     1.236
wapno	     2.132	     1.454	     1.417	     1.602	     1.360
warczeć	     1.355	     2.821	     2.305	     2.651	     2.401
warga	     2.541	     1.601	     1.574	     1.590	     1.364
warkocz	     2.912	     1.326	     1.489	     1.481	     1.285
wartość	     3.398	     1.416	     1.409	     1.650	     1.241
Watykan	     2.557	     1.392	     1.384	     1.498	     1.273
wazon	     2.223	     1.267	     1.256	     1.358	     1.248
ważka	     1.963	     1.347	     1.303	     1.372	     1.431
ważny	     3.249	     1.470	     1.480	     1.729	     1.258
ważyć	     1.831	     1.861	     1.749	     2.075	     1.714
wąchać	     2.245	     1.642	     1.572	     1.759	     1.519
wąski	     1.785	     1.576	     1.680	     1.889	     1.759
wąsy	     1.709	     1.664	     1.522	     1.715	     1.572
wątek	     1.829	     1.317	     1.301	     1.422	     1.343
wątły	     1.348	     2.275	     2.669	     2.339	     1.825
wątpliwość	     1.544	     2.359	     2.300	     2.491	     2.155
wątpliwy	     1.383	     2.327	     2.445	     2.488	     2.099
wątroba	     1.764	     1.534	     1.576	     1.814	     1.560
wąwóz	     2.457	     1.588	     1.566	     1.725	     1.498
wąż	     1.512	     2.471	     2.040	     2.425	     2.055
wciągarka	     1.826	     1.674	     1.630	     1.716	     1.579
wciągnąć	     1.996	     1.711	     1.606	     1.909	     1.551
wciskanie	     1.643	     1.992	     2.047	     2.162	     1.921
wcześnie	     1.768	     1.661	     1.568	     1.829	     1.611
wdrażanie	     2.323	     1.588	     1.453	     1.909	     1.374
wdzięcznie	     3.563	     1.369	     1.428	     1.508	     1.246
wdzięczność	     3.752	     1.324	     1.446	     1.469	     1.225
wdzięczny	     3.552	     1.348	     1.441	     1.532	     1.287
wełna	     2.533	     1.246	     1.254	     1.223	     1.249
wentylator	     2.333	     1.400	     1.383	     1.542	     1.313
werset	     1.909	     1.334	     1.319	     1.502	     1.327
wersja	     1.906	     1.312	     1.296	     1.323	     1.347
werwa	     3.452	     1.546	     1.498	     1.863	     1.342
wesołość	     4.164	     1.263	     1.345	     1.457	     1.157
wesoły	     4.020	     1.330	     1.386	     1.548	     1.209
westchnienie	     2.344	     1.446	     1.458	     1.570	     1.362
wesz	     1.246	     2.422	     2.796	     2.484	     2.370
weto	     1.757	     2.248	     1.828	     2.437	     1.812
wezwać	     1.658	     2.056	     1.892	     2.274	     1.791
wezwanie	     1.617	     2.317	     2.079	     2.560	     2.175
wędka	     2.174	     1.393	     1.373	     1.534	     1.311
wędrować	     3.342	     1.448	     1.491	     1.544	     1.292
węgorz	     1.865	     1.475	     1.455	     1.707	     1.495
Węgry	     2.866	     1.319	     1.406	     1.449	     1.334
węzeł	     1.838	     1.396	     1.384	     1.494	     1.439
wgniatać	     1.542	     2.394	     2.019	     2.579	     2.084
wgniecenia	     1.500	     2.250	     1.938	     2.194	     2.524
wiać	     1.847	     1.663	     1.687	     1.865	     1.681
wiadomość	     2.669	     1.568	     1.545	     1.981	     1.288
wiadro	     2.028	     1.477	     1.457	     1.605	     1.479
wiara	     3.450	     1.437	     1.451	     1.552	     1.265
wiatr	     2.741	     1.540	     1.482	     1.859	     1.368
wiatrak	     2.368	     1.301	     1.267	     1.303	     1.241
wiązać	     1.771	     1.650	     1.548	     1.684	     1.536
wiązka światła	     2.730	     1.354	     1.392	     1.498	     1.259
widelec	     1.936	     1.401	     1.395	     1.473	     1.382
widok	     3.375	     1.235	     1.481	     1.450	     1.233
widowiskowość	     2.942	     1.506	     1.455	     2.047	     1.314
wieczór	     3.626	     1.277	     1.424	     1.448	     1.196
wiedza	     3.858	     1.402	     1.436	     1.592	     1.182
wiedzieć	     3.474	     1.415	     1.428	     1.644	     1.222
wiek	     1.941	     1.649	     1.505	     1.666	     1.528
wielbłąd	     2.368	     1.306	     1.298	     1.453	     1.261
wiele	     2.802	     1.391	     1.408	     1.685	     1.227
Wielka Brytania	     2.957	     1.508	     1.418	     1.662	     1.298
wielki	     2.784	     1.507	     1.359	     1.931	     1.285
